Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
b,it it's my internet um computer line number for home,answ,2,2463,10,L2,1,# is this your number @ it it's my internet um computer line number for home
a,right,ackn,1,2464,1,L1,1,# it it's my internet um computer line number for home @ right
b,um i've got a block on outgoing,inform,21,2465,7,L21,1,# right @ um i've got a block on outgoing
b,i can receive calls,inform,21,2466,4,L21,0,@ um i've got a block on outgoing @ i can receive calls
b,but i can't get outgoing calls,inform,21,2467,6,L21,0,@ i can receive calls @ but i can't get outgoing calls
b,they've asked me to phone an number which i've tried a few times,inform,21,2468,13,L21,0,@ but i can't get outgoing calls @ they've asked me to phone an number which i've tried a few times
b,and it's engaged,inform,21,2469,3,L21,0,@ they've asked me to phone an number which i've tried a few times @ and it's engaged
b,oh good morning,greet,18,2470,3,L18,0,@ and it's engaged @ oh good morning
b,we a previous address we had a amplifier for the phone,inform,21,2471,11,L21,0,@ oh good morning @ we a previous address we had a amplifier for the phone
b,and we can't plug it in here,inform,21,2472,7,L21,0,@ we a previous address we had a amplifier for the phone @ and we can't plug it in here
b,because the the plug is so close to the radiator,inform,21,2473,10,L21,0,@ and we can't plug it in here @ because the the plug is so close to the radiator
b,it won't plug in,inform,21,2474,4,L21,0,@ because the the plug is so close to the radiator @ it won't plug in
b,so,init,25,2475,1,L25,0,@ it won't plug in @ so
b,can you help us can you,direct,10,2476,6,L10,0,@ so @ can you help us can you
a,yeah,backch,5,2477,1,L5,1,# can you help us can you @ yeah
a,oh dear f,expressRegret,16,2478,3,L16,0,@ yeah @ oh dear f
a,yes certainly,accept,0,2479,2,L0,0,@ oh dear f @ yes certainly
a,that's no problem at all,inform,21,2480,5,L21,0,@ yes certainly @ that's no problem at all
a,what we can do is we can organise an engineer for you um a that you know a community engineer can come out for you,offer,27,2481,25,L27,0,@ that's no problem at all @ what we can do is we can organise an engineer for you um a that you know a community engineer can come out for you
a,and um did you have what you know sort of a sort of a socket doubler was it,reqInfo,33,2482,18,L33,0,@ what we can do is we can organise an engineer for you um a that you know a community engineer can come out for you @ and um did you have what you know sort of a sort of a socket doubler was it
b,yes,backch,5,2483,1,L5,1,# and um did you have what you know sort of a sort of a socket doubler was it @ yes
b,yeah yeah,answ,2,2484,2,L2,0,@ yes @ yeah yeah
b,it had a had a,answElab,3,2485,5,L3,0,@ yeah yeah @ it had a had a
a,or is it or is it the little amplifier that fitted it,reqInfo,33,2486,12,L33,1,# it had a had a @ or is it or is it the little amplifier that fitted it
b,two way socket f,answElab,3,2487,4,L3,1,# or is it or is it the little amplifier that fitted it @ two way socket f
b,and it was so the the phone plug is so close to the radiator we can't plug it in,inform,21,2488,19,L21,0,@ two way socket f @ and it was so the the phone plug is so close to the radiator we can't plug it in
a,that's fine,ackn,1,2489,2,L1,1,# and it was so the the phone plug is so close to the radiator we can't plug it in @ that's fine
a,can i take you telephone number,reqInfo,33,2490,6,L33,0,@ that's fine @ can i take you telephone number
b,yes,answ,2,2491,1,L2,1,# can i take you telephone number @ yes
a,yes,ackn,1,2492,1,L1,1,# yes @ yes
a,yeah,ackn,1,2493,1,L1,0,@ yes @ yeah
a,yeah,backch,5,2494,1,L5,0,@ yeah @ yeah
b,oh hello,greet,18,2495,2,L18,1,# yeah @ oh hello
b,could i make arrangements to pay my telephone bill,reqModal,34,2496,9,L34,0,@ oh hello @ could i make arrangements to pay my telephone bill
b,i should have paid it yesterday,inform,21,2497,6,L21,0,@ could i make arrangements to pay my telephone bill @ i should have paid it yesterday
b,but could i have a little bit more time,reqModal,34,2498,9,L34,0,@ i should have paid it yesterday @ but could i have a little bit more time
a,okay,accept,0,2499,1,L0,1,# but could i have a little bit more time @ okay
a,let's have a look for you,informIntent,24,2500,6,L24,0,@ okay @ let's have a look for you
a,please what's your phone number please,reqInfo,33,2501,6,L33,0,@ let's have a look for you @ please what's your phone number please
a,uh hm,ackn,1,2502,2,L1,0,@ please what's your phone number please @ uh hm
a,uh hm,ackn,1,2503,2,L1,0,@ uh hm @ uh hm
a,thank you,thank,37,2504,2,L37,0,@ uh hm @ thank you
a,can you confirm your full name and address with the postal code please,reqInfo,33,2505,13,L33,0,@ thank you @ can you confirm your full name and address with the postal code please
b,yes,answ,2,2506,1,L2,1,# can you confirm your full name and address with the postal code please @ yes
b,it's missus noey that's it uh a fortnight's time,answElab,3,2507,9,L3,0,@ yes @ it's missus noey that's it uh a fortnight's time
a,thank you,thank,37,2508,2,L37,1,# it's missus noey that's it uh a fortnight's time @ thank you
a,can you just confirm the initial for me,reqInfo,33,2509,8,L33,0,@ thank you @ can you just confirm the initial for me
a,thank you right okay it's for pounds yeah when did you want to actually repay that thank you,thank,37,2510,18,L37,0,@ can you just confirm the initial for me @ thank you right okay it's for pounds yeah when did you want to actually repay that thank you
a,right okay,ackn,1,2511,2,L1,0,@ thank you right okay it's for pounds yeah when did you want to actually repay that thank you @ right okay
a,it's for pounds,confirm,8,2512,3,L8,0,@ right okay @ it's for pounds
a,yeah,ackn,1,2513,1,L1,0,@ it's for pounds @ yeah
a,when did you want to actually repay that,reqInfo,33,2514,8,L33,0,@ yeah @ when did you want to actually repay that
b,that's it,backch,5,2515,2,L5,1,# when did you want to actually repay that @ that's it
b,uh a fortnight's time,answ,2,2516,4,L2,0,@ that's it @ uh a fortnight's time
a,thank you,thank,37,2517,2,L37,1,# uh a fortnight's time @ thank you
b,i i'm just trying to find out how much i've got left on me bill love,reqInfo,33,2518,16,L33,1,# thank you @ i i'm just trying to find out how much i've got left on me bill love
a,oh right,ackn,1,2519,2,L1,1,# i i'm just trying to find out how much i've got left on me bill love @ oh right
a,have you got your account number there please,reqInfo,33,2520,8,L33,0,@ oh right @ have you got your account number there please
b,yeah uh,answ,2,2521,2,L2,1,# have you got your account number there please @ yeah uh
b,what,reqInfo,33,2522,1,L33,0,@ yeah uh @ what
b,me customer number,confirm,8,2523,3,L8,0,@ what @ me customer number
a,yes please,ackn,1,2524,2,L1,1,# me customer number @ yes please
b,it's for for double treble double for,answElab,3,2525,7,L3,1,# yes please @ it's for for double treble double for
a,yep,ackn,1,2526,1,L1,1,# it's for for double treble double for @ yep
b,double treble double for,answElab,3,2527,4,L3,1,# yep @ double treble double for
a,yep,ackn,1,2528,1,L1,1,# double treble double for @ yep
b,treble double for,answElab,3,2529,3,L3,1,# yep @ treble double for
a,yep,ackn,1,2530,1,L1,1,# treble double for @ yep
a,that's lovely,appreciate,4,2531,2,L4,0,@ yep @ that's lovely
b,well,init,25,2532,1,L25,1,# that's lovely @ well
b,yes,init,25,2533,1,L25,0,@ well @ yes
b,if you could please,direct,10,2534,4,L10,0,@ yes @ if you could please
b,um i'm calling from uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else,inform,21,2535,27,L21,0,@ if you could please @ um i'm calling from uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else
a,mm hm,ackn,1,2536,2,L1,1,# um i'm calling from uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else @ mm hm
a,mm hm,ackn,1,2537,2,L1,0,@ mm hm @ mm hm
b,uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else,inform,21,2538,23,L21,1,# mm hm @ uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else
b,uh right,init,25,2539,2,L25,0,@ uh we are in fact moving and have uh made all the arrangements for change uh stopping this number and diverting everything else @ uh right
b,i've um there's a bill from December that i've paid,inform,21,2540,10,L21,0,@ uh right @ i've um there's a bill from December that i've paid
b,and i think i've overpaid it,expressOpinion,14,2541,6,L14,0,@ i've um there's a bill from December that i've paid @ and i think i've overpaid it
b,yeah,ackn,1,2542,1,L1,0,@ and i think i've overpaid it @ yeah
a,um,backch,5,2543,1,L5,1,# yeah @ um
a,from last December,confirm,8,2544,3,L8,0,@ um @ from last December
b,yeah,ackn,1,2545,1,L1,1,# from last December @ yeah
a,and what was your telephone number please,reqInfo,33,2546,7,L33,1,# yeah @ and what was your telephone number please
b,it's it'll be in and it's,answ,2,2547,6,L2,1,# and what was your telephone number please @ it's it'll be in and it's
a,yeah,ackn,1,2548,1,L1,1,# it's it'll be in and it's @ yeah
a,yeah,ackn,1,2549,1,L1,0,@ yeah @ yeah
a,lovely,appreciate,4,2550,1,L4,0,@ yeah @ lovely
a,i'll just get that on the screen and could you confirm the full name and the address including the postal code for me please yeah and the postal code please uh hmm,informIntent,24,2551,32,L24,0,@ lovely @ i'll just get that on the screen and could you confirm the full name and the address including the postal code for me please yeah and the postal code please uh hmm
a,and could you confirm the full name and the address including the postal code for me please,reqInfo,33,2552,17,L33,0,@ i'll just get that on the screen and could you confirm the full name and the address including the postal code for me please yeah and the postal code please uh hmm @ and could you confirm the full name and the address including the postal code for me please
b,it'll be in and it's,answ,2,2553,5,L2,1,# and could you confirm the full name and the address including the postal code for me please @ it'll be in and it's
a,yeah,ackn,1,2554,1,L1,1,# it'll be in and it's @ yeah
a,and the postal code please,reqInfo,33,2555,5,L33,0,@ yeah @ and the postal code please
b,and it's,answ,2,2556,2,L2,1,# and the postal code please @ and it's
a,uh hmm,backch,5,2557,2,L5,1,# and it's @ uh hmm
b,oh hi,greet,18,2558,2,L18,1,# uh hmm @ oh hi
b,yeah,ackn,1,2559,1,L1,0,@ oh hi @ yeah
b,i'm i'm trying to organise a telephone line for my new flat,informIntent,24,2560,12,L24,0,@ yeah @ i'm i'm trying to organise a telephone line for my new flat
b,but i went through to sales,inform,21,2561,6,L21,0,@ i'm i'm trying to organise a telephone line for my new flat @ but i went through to sales
b,and um they've given me a telephone number etcetera,inform,21,2562,9,L21,0,@ but i went through to sales @ and um they've given me a telephone number etcetera
b,but it my line doesn't work,inform,21,2563,6,L21,0,@ and um they've given me a telephone number etcetera @ but it my line doesn't work
b,i've i've bought a i had a bought a i've bought a new you know a walk around answer machine,inform,21,2564,20,L21,0,@ but it my line doesn't work @ i've i've bought a i had a bought a i've bought a new you know a walk around answer machine
b,and that didn't work,inform,21,2565,4,L21,0,@ i've i've bought a i had a bought a i've bought a new you know a walk around answer machine @ and that didn't work
b,and at the weekend i just went out and bought like a new you know cheapy plug in phone,inform,21,2566,19,L21,0,@ and that didn't work @ and at the weekend i just went out and bought like a new you know cheapy plug in phone
b,and i'm still not getting the dialling tone,inform,21,2567,8,L21,0,@ and at the weekend i just went out and bought like a new you know cheapy plug in phone @ and i'm still not getting the dialling tone
a,right,backch,5,2568,1,L5,1,# and i'm still not getting the dialling tone @ right
a,yep,backch,5,2569,1,L5,0,@ right @ yep
a,yeah,backch,5,2570,1,L5,0,@ yep @ yeah
a,uh hmm,backch,5,2571,2,L5,0,@ yeah @ uh hmm
a,right,ackn,1,2572,1,L1,0,@ uh hmm @ right
a,what was the number that they gave you please,reqInfo,33,2573,9,L33,0,@ right @ what was the number that they gave you please
a,yep,ackn,1,2574,1,L1,0,@ what was the number that they gave you please @ yep
a,yep,ackn,1,2575,1,L1,0,@ yep @ yep
a,lovely,appreciate,4,2576,1,L4,0,@ yep @ lovely
a,thank you,thank,37,2577,2,L37,0,@ lovely @ thank you
a,can you confirm your name and the address for me,reqInfo,33,2578,10,L33,0,@ thank you @ can you confirm your name and the address for me
b,yeah f,answ,2,2579,2,L2,1,# can you confirm your name and the address for me @ yeah f
b,miss and it's uh yeah,answElab,3,2580,5,L3,0,@ yeah f @ miss and it's uh yeah
b,and it's uh yeah,answElab,3,2581,4,L3,0,@ miss and it's uh yeah @ and it's uh yeah
a,do you know the post code,reqInfo,33,2582,6,L33,1,# and it's uh yeah @ do you know the post code
b,uh yeah,answ,2,2583,2,L2,1,# do you know the post code @ uh yeah
b,hello,greet,18,2584,1,L18,0,@ uh yeah @ hello
a,hello,greet,18,2585,1,L18,1,# hello @ hello
b,is that uh i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting,reqInfo,33,2586,32,L33,1,# hello @ is that uh i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting
a,it is,answ,2,2587,2,L2,1,# is that uh i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting @ it is
a,yes,answElab,3,2588,1,L3,0,@ it is @ yes
b,i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting installed i've been,inform,21,2589,32,L21,1,# yes @ i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting installed i've been
b,uh let me get my letter out,informIntent,24,2590,7,L24,0,@ i've been trying for ages to get through to you uh let me get my letter out hold on hold on a hello it's regarding a phone i'm getting installed i've been @ uh let me get my letter out
b,hold on hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet,hold,19,2591,26,L19,0,@ uh let me get my letter out @ hold on hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet
b,hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet,hold,19,2592,24,L19,0,@ hold on hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet @ hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet
a,okay,ackn,1,2593,1,L1,1,# hold on a hello it's regarding a phone i'm getting installed i've been getting it installed for weeks and i haven't got it yet @ okay
b,hello,greet,18,2594,1,L18,1,# okay @ hello
a,hello,greet,18,2595,1,L18,1,# hello @ hello
b,it's regarding a phone i'm getting installed,inform,21,2596,7,L21,1,# hello @ it's regarding a phone i'm getting installed
b,i've been getting it installed for weeks,inform,21,2597,7,L21,0,@ it's regarding a phone i'm getting installed @ i've been getting it installed for weeks
b,and i haven't got it yet,inform,21,2598,6,L21,0,@ i've been getting it installed for weeks @ and i haven't got it yet
b,oh good afternoon i mean good morning i mean,greet,18,2599,9,L18,0,@ and i haven't got it yet @ oh good afternoon i mean good morning i mean
b,sorry,expressRegret,16,2600,1,L16,0,@ oh good afternoon i mean good morning i mean @ sorry
a,hello there,backch,5,2601,2,L5,1,# sorry @ hello there
a,that's it,ackn,1,2602,2,L1,0,@ hello there @ that's it
b,no,negate,26,2603,1,L26,1,# that's it @ no
b,well,init,25,2604,1,L25,0,@ no @ well
b,that's that's what you get when you get in your retire like,expressOpinion,14,2605,12,L14,0,@ well @ that's that's what you get when you get in your retire like
b,you know your time,expressOpinion,14,2606,4,L14,0,@ that's that's what you get when you get in your retire like @ you know your time
b,you know when you're leading a life of uh leisure like but not like you working hard like,expressOpinion,14,2607,18,L14,0,@ you know your time @ you know when you're leading a life of uh leisure like but not like you working hard like
a,no no,ackn,1,2608,2,L1,1,# you know when you're leading a life of uh leisure like but not like you working hard like @ no no
a,lovely,appreciate,4,2609,1,L4,0,@ no no @ lovely
a,can't wait,expressWish,17,2610,2,L17,0,@ lovely @ can't wait
b,yeah,ackn,1,2611,1,L1,1,# can't wait @ yeah
b,what it is um i i i was talking to a young lady just before,inform,21,2612,15,L21,0,@ yeah @ what it is um i i i was talking to a young lady just before
b,and i trying to find a a uh company,inform,21,2613,9,L21,0,@ what it is um i i i was talking to a young lady just before @ and i trying to find a a uh company
b,if you just bear with me a second,hold,19,2614,8,L19,0,@ and i trying to find a a uh company @ if you just bear with me a second
b,it's called oh god i can't even say it now it's teeth false teeth in right now i i've got the number in me paper the morning paper from yesterday like and,inform,21,2615,32,L21,0,@ if you just bear with me a second @ it's called oh god i can't even say it now it's teeth false teeth in right now i i've got the number in me paper the morning paper from yesterday like and
b,oh god,exclaim,13,2616,2,L13,0,@ it's called oh god i can't even say it now it's teeth false teeth in right now i i've got the number in me paper the morning paper from yesterday like and @ oh god
b,it's teeth false teeth in right,inform,21,2617,6,L21,0,@ oh god @ it's teeth false teeth in right
b,now,init,25,2618,1,L25,0,@ it's teeth false teeth in right @ now
b,i i've got the number in me paper,inform,21,2619,8,L21,0,@ now @ i i've got the number in me paper
b,the morning paper from yesterday like,inform,21,2620,6,L21,0,@ i i've got the number in me paper @ the morning paper from yesterday like
b,and it quotes a number,inform,21,2621,5,L21,0,@ the morning paper from yesterday like @ and it quotes a number
b,but the number it quotes is a premium line number,inform,21,2622,10,L21,0,@ and it quotes a number @ but the number it quotes is a premium line number
b,well,init,25,2623,1,L25,0,@ but the number it quotes is a premium line number @ well
b,but because me bill was so high,inform,21,2624,7,L21,0,@ well @ but because me bill was so high
b,so,init,25,2625,1,L25,0,@ but because me bill was so high @ so
b,i'm just onto ordinary phones now you know,inform,21,2626,8,L21,0,@ so @ i'm just onto ordinary phones now you know
a,yeah,backch,5,2627,1,L5,1,# i'm just onto ordinary phones now you know @ yeah
a,uh huh,backch,5,2628,2,L5,0,@ yeah @ uh huh
a,yeah,backch,5,2629,1,L5,0,@ uh huh @ yeah
a,yeah,backch,5,2630,1,L5,0,@ yeah @ yeah
a,uh huh,backch,5,2631,2,L5,0,@ yeah @ uh huh
a,aha,ackn,1,2632,1,L1,0,@ uh huh @ aha
a,so,init,25,2633,1,L25,0,@ aha @ so
a,you can't make any premium rate calls you mean,confirm,8,2634,9,L8,0,@ so @ you can't make any premium rate calls you mean
b,so,init,25,2635,1,L25,1,# you can't make any premium rate calls you mean @ so
b,i can't uh obviously,inform,21,2636,4,L21,0,@ so @ i can't uh obviously
b,yep,ackn,1,2637,1,L1,0,@ i can't uh obviously @ yep
b,that's it,ackn,1,2638,2,L1,0,@ yep @ that's it
a,yeah,ackn,1,2639,1,L1,1,# that's it @ yeah
a,uh hm,ackn,1,2640,2,L1,0,@ yeah @ uh hm
b,yeah,ackn,1,2641,1,L1,1,# uh hm @ yeah
b,so,init,25,2642,1,L25,0,@ yeah @ so
b,it was so helpful,expressOpinion,14,2643,4,L14,0,@ so @ it was so helpful
b,and she said oh she gave me another number to try,inform,21,2644,11,L21,0,@ it was so helpful @ and she said oh she gave me another number to try
b,she had look she said oh,inform,21,2645,6,L21,0,@ and she said oh she gave me another number to try @ she had look she said oh
b,yeah,ackn,1,2646,1,L1,0,@ she had look she said oh @ yeah
b,i come from like you know,inform,21,2647,6,L21,0,@ yeah @ i come from like you know
b,and and she said so what's the name of the company,inform,21,2648,11,L21,0,@ i come from like you know @ and and she said so what's the name of the company
b,i told her and the address what's is the advert is in very small print like,inform,21,2649,16,L21,0,@ and and she said so what's the name of the company @ i told her and the address what's is the advert is in very small print like
b,and so,init,25,2650,2,L25,0,@ i told her and the address what's is the advert is in very small print like @ and so
b,i got me magnifying glass out,inform,21,2651,6,L21,0,@ and so @ i got me magnifying glass out
b,i can just about make,inform,21,2652,5,L21,0,@ i got me magnifying glass out @ i can just about make
b,it's always is in small print when they don't want you to phone them like,expressOpinion,14,2653,15,L14,0,@ i can just about make @ it's always is in small print when they don't want you to phone them like
a,oh right,backch,5,2654,2,L5,1,# it's always is in small print when they don't want you to phone them like @ oh right
a,uh ha ha,backch,5,2655,3,L5,0,@ oh right @ uh ha ha
a,that's right,ackn,1,2656,2,L1,0,@ uh ha ha @ that's right
a,they want you they want you to use that premium rate number to spend all your money,expressOpinion,14,2657,17,L14,0,@ that's right @ they want you they want you to use that premium rate number to spend all your money
b,yeah,ackn,1,2658,1,L1,1,# they want you they want you to use that premium rate number to spend all your money @ yeah
b,i know that,ackn,1,2659,3,L1,0,@ yeah @ i know that
b,cos that's a pound a minute you see,inform,21,2660,8,L21,0,@ i know that @ cos that's a pound a minute you see
b,right,ackn,1,2661,1,L1,0,@ cos that's a pound a minute you see @ right
b,so,init,25,2662,1,L25,0,@ right @ so
b,that they're not daft are they like you know,expressOpinion,14,2663,9,L14,0,@ so @ that they're not daft are they like you know
b,so,init,25,2664,1,L25,0,@ that they're not daft are they like you know @ so
b,um she said phone this number like,inform,21,2665,7,L21,0,@ so @ um she said phone this number like
b,and when i phoned the number she gave it me you know no problems,inform,21,2666,14,L21,0,@ um she said phone this number like @ and when i phoned the number she gave it me you know no problems
b,ah uh i got the um this number is not available like you know,inform,21,2667,14,L21,0,@ and when i phoned the number she gave it me you know no problems @ ah uh i got the um this number is not available like you know
a,yeah ridiculous,backch,5,2668,2,L5,1,# ah uh i got the um this number is not available like you know @ yeah ridiculous
a,um,backch,5,2669,1,L5,0,@ yeah ridiculous @ um
a,i can only think it's an old number then,expressOpinion,14,2670,9,L14,0,@ um @ i can only think it's an old number then
a,i mean what number have you what number did she give you,reqInfo,33,2671,12,L33,0,@ i can only think it's an old number then @ i mean what number have you what number did she give you
a,i'll just try it,informIntent,24,2672,4,L24,0,@ i mean what number have you what number did she give you @ i'll just try it
b,oh i see,backch,5,2673,3,L5,1,# i'll just try it @ oh i see
b,uh double,answ,2,2674,2,L2,0,@ oh i see @ uh double
a,yeah,ackn,1,2675,1,L1,1,# uh double @ yeah
b,hello,greet,18,2676,1,L18,1,# yeah @ hello
a,hello there,greet,18,2677,2,L18,1,# hello @ hello there
b,this is missus i'm i'm on the Careline now attached to your phone well what i was gonna say i've got one of these things that that puts the number on when,identifySelf,20,2678,32,L20,1,# hello there @ this is missus i'm i'm on the Careline now attached to your phone well what i was gonna say i've got one of these things that that puts the number on when
b,i'm i'm on the Careline now,inform,21,2679,6,L21,0,@ this is missus i'm i'm on the Careline now attached to your phone well what i was gonna say i've got one of these things that that puts the number on when @ i'm i'm on the Careline now
b,attached to your phone,inform,21,2680,4,L21,0,@ i'm i'm on the Careline now @ attached to your phone
a,right,ackn,1,2681,1,L1,1,# attached to your phone @ right
b,what i was gonna say i've got one of these things that that puts the number on when anybody's calling you it's pound a quarter d'you know what i mean you know,inform,21,2682,32,L21,1,# right @ what i was gonna say i've got one of these things that that puts the number on when anybody's calling you it's pound a quarter d'you know what i mean you know
b,it's pound a quarter d'you know what i mean you know one of these little discs and he tells you which who who's calling the number the person who's calling uh can,inform,21,2683,32,L21,0,@ what i was gonna say i've got one of these things that that puts the number on when anybody's calling you it's pound a quarter d'you know what i mean you know @ it's pound a quarter d'you know what i mean you know one of these little discs and he tells you which who who's calling the number the person who's calling uh can
b,d'you know what i mean,reqInfo,33,2684,5,L33,0,@ it's pound a quarter d'you know what i mean you know one of these little discs and he tells you which who who's calling the number the person who's calling uh can @ d'you know what i mean
a,right,answ,2,2685,1,L2,1,# d'you know what i mean @ right
a,so you pay pound a quarter for,confirm,8,2686,7,L8,0,@ right @ so you pay pound a quarter for
b,you know one of these little discs and he tells you which who who's calling the number the person who's calling,complete,7,2687,21,L7,1,# so you pay pound a quarter for @ you know one of these little discs and he tells you which who who's calling the number the person who's calling
a,oh Caller Display,confirm,8,2688,3,L8,1,# you know one of these little discs and he tells you which who who's calling the number the person who's calling @ oh Caller Display
b,uh can i send it back,reqModal,34,2689,6,L34,1,# oh Caller Display @ uh can i send it back
a,yes,answ,2,2690,1,L2,1,# uh can i send it back @ yes
a,what's your telephone number first of all,reqInfo,33,2691,7,L33,0,@ yes @ what's your telephone number first of all
b,yeah,ackn,1,2692,1,L1,1,# what's your telephone number first of all @ yeah
b,hello,greet,18,2693,1,L18,0,@ yeah @ hello
b,i asked for a statement last Friday,inform,21,2694,7,L21,0,@ hello @ i asked for a statement last Friday
b,and somebody said they were putting it in the first class post,inform,21,2695,12,L21,0,@ i asked for a statement last Friday @ and somebody said they were putting it in the first class post
a,oh right,ackn,1,2696,2,L1,1,# and somebody said they were putting it in the first class post @ oh right
b,but i haven't had it since,inform,21,2697,6,L21,1,# oh right @ but i haven't had it since
b,i want it very badly,expressWish,17,2698,5,L17,0,@ but i haven't had it since @ i want it very badly
a,let's have a look for you,informIntent,24,2699,6,L24,1,# i want it very badly @ let's have a look for you
a,what's your telephone number please,reqInfo,33,2700,5,L33,0,@ let's have a look for you @ what's your telephone number please
a,yeah,ackn,1,2701,1,L1,0,@ what's your telephone number please @ yeah
a,yeah,ackn,1,2702,1,L1,0,@ yeah @ yeah
a,is it a copy of a previous bill d'you mean or,reqInfo,33,2703,11,L33,0,@ yeah @ is it a copy of a previous bill d'you mean or
b,uh yeah,answ,2,2704,2,L2,1,# is it a copy of a previous bill d'you mean or @ uh yeah
b,i mean this last bill,answElab,3,2705,5,L3,0,@ uh yeah @ i mean this last bill
b,because i mark and i mark for an exam board,inform,21,2706,10,L21,0,@ i mean this last bill @ because i mark and i mark for an exam board
b,and i need to put in all the calls that i took for them,inform,21,2707,14,L21,0,@ because i mark and i mark for an exam board @ and i need to put in all the calls that i took for them
a,yeah,backch,5,2708,1,L5,1,# and i need to put in all the calls that i took for them @ yeah
a,oh right,backch,5,2709,2,L5,0,@ yeah @ oh right
a,oh i understand,ackn,1,2710,3,L1,0,@ oh right @ oh i understand
a,right okay,ackn,1,2711,2,L1,0,@ oh i understand @ right okay
a,let's look for you,informIntent,24,2712,4,L24,0,@ right okay @ let's look for you
a,just confirm your name and address for me please,reqInfo,33,2713,9,L33,0,@ let's look for you @ just confirm your name and address for me please
b,uh missus uh,answ,2,2714,3,L2,1,# just confirm your name and address for me please @ uh missus uh
a,yes,ackn,1,2715,1,L1,1,# uh missus uh @ yes
a,right,ackn,1,2716,1,L1,0,@ yes @ right
b,i wonder if you can,direct,10,2717,5,L10,1,# right @ i wonder if you can
b,i'm about to move into a room rented premises,inform,21,2718,9,L21,0,@ i wonder if you can @ i'm about to move into a room rented premises
a,right,ackn,1,2719,1,L1,1,# i'm about to move into a room rented premises @ right
b,and there's a phone socket there,inform,21,2720,6,L21,1,# right @ and there's a phone socket there
b,but they just told me there's no line,inform,21,2721,8,L21,0,@ and there's a phone socket there @ but they just told me there's no line
b,i need to get one oh or,inform,21,2722,7,L21,0,@ but they just told me there's no line @ i need to get one oh or
b,i'm i'm not quite sure what it is you see,inform,21,2723,10,L21,0,@ i need to get one oh or @ i'm i'm not quite sure what it is you see
b,i've got the address,inform,21,2724,4,L21,0,@ i'm i'm not quite sure what it is you see @ i've got the address
b,but there's no number,inform,21,2725,4,L21,0,@ i've got the address @ but there's no number
a,oh,backch,5,2726,1,L5,1,# but there's no number @ oh
a,oh,backch,5,2727,1,L5,0,@ oh @ oh
a,that's no problem,accept,0,2728,3,L0,0,@ oh @ that's no problem
a,do you want to give um me the the address of the property,reqInfo,33,2729,13,L33,0,@ that's no problem @ do you want to give um me the the address of the property
a,and i'll see if there's been service there before,offer,27,2730,9,L27,0,@ do you want to give um me the the address of the property @ and i'll see if there's been service there before
b,right,ackn,1,2731,1,L1,1,# and i'll see if there's been service there before @ right
a,yeah,backch,5,2732,1,L5,1,# right @ yeah
a,yeah,ackn,1,2733,1,L1,0,@ yeah @ yeah
a,and the post code,reqInfo,33,2734,4,L33,0,@ yeah @ and the post code
b,um oh i don't know,inform,21,2735,5,L21,1,# and the post code @ um oh i don't know
b,goodness don't know haven't got that yet okay yes it is f yes that's it lovely thank you now i remember right,exclaim,13,2736,22,L13,0,@ um oh i don't know @ goodness don't know haven't got that yet okay yes it is f yes that's it lovely thank you now i remember right
b,don't know,inform,21,2737,2,L21,0,@ goodness don't know haven't got that yet okay yes it is f yes that's it lovely thank you now i remember right @ don't know
b,haven't got that yet,inform,21,2738,4,L21,0,@ don't know @ haven't got that yet
a,right,ackn,1,2739,1,L1,1,# haven't got that yet @ right
a,let's have a look,informIntent,24,2740,4,L24,0,@ right @ let's have a look
a,i really do need that,inform,21,2741,5,L21,0,@ let's have a look @ i really do need that
a,hold on one second,hold,19,2742,4,L19,0,@ i really do need that @ hold on one second
a,is it okay just bear with me it's right yes there has been um a line at that property so just bear with me one moment,reqInfo,33,2743,26,L33,0,@ hold on one second @ is it okay just bear with me it's right yes there has been um a line at that property so just bear with me one moment
b,okay,backch,5,2744,1,L5,1,# is it okay just bear with me it's right yes there has been um a line at that property so just bear with me one moment @ okay
b,yes,answ,2,2745,1,L2,0,@ okay @ yes
b,it is f,answElab,3,2746,3,L3,0,@ yes @ it is f
